id,name,ownerid,age,livesleft,description
9196,Chloe,651368,1,9,amazing
9197,Simon,594451,3,1,beautiful
9198,Mittens,607477,16,6,lovely
9199,Tinkerbell,511488,22,3,amazing
9200,Mia,695173,5,6,fluffy
9201,Gizmo,586235,14,6,fluffy
9202,Sam,590468,16,9,sweetheart
9203,Buddy,677633,24,8,beautiful
9204,Toby,622963,24,4,work of art
9205,Zoe,623823,10,6,amazing
9206,Snickers,543868,22,7,beautiful
9207,Muffin,480310,12,7,fluffy
9208,Tiger,516250,14,1,amazing
9209,Mia,569068,7,8,asshole
9210,Oreo,493269,23,4,the best
9211,Sugar,530938,20,1,fluffy
9212,Ginger,655852,2,3,the best
9213,Bailey,724130,11,1,sweetheart
9214,Snuggles,659270,22,3,lovely
9215,Boots,588068,7,9,fat
9216,Oreo,731617,18,6,work of art
9217,Lilly,621262,12,9,amazing
9218,Pepper,627898,22,7,lovely
9219,Maggie,734599,14,8,asshole
9220,Mia,608331,10,8,fluffy
9221,Cuddles,670299,11,9,fat
9222,Daisy,513658,11,8,the best
9223,Annie,469902,6,6,cute
9224,Cali,564000,12,9,amazing
9225,Cleo,641345,18,1,sweetheart
9226,Cali,508508,19,7,fat
9227,Socks,502810,20,1,lovely
9228,Peanut,508872,2,5,sweetheart
9229,Tiger,554609,25,7,amazing
9230,Lucky,625429,18,1,sweetheart
9231,Bella,606690,16,8,lovely
9232,Mittens,494459,24,2,fluffy
9233,Loki,707423,3,9,sweetheart
9234,Baby,644292,15,6,asshole
9235,Bubba,586364,17,4,the best
9236,Daisy,615564,6,2,sweetheart
9237,Kiki,477071,7,9,lovely
9238,Lilly,550560,10,7,work of art
9239,Tinkerbell,543568,17,5,beautiful
9240,Cali,481967,18,8,fluffy
9241,Zoe,614126,4,2,work of art
9242,Zoey,530408,23,1,asshole
9243,Simba,479718,3,3,asshole
9244,Toby,597819,10,8,asshole
9245,Buster,586658,17,5,beautiful
9246,Zoey,482066,3,6,amazing
9247,Lilly,480479,8,6,amazing
9248,Buster,745655,15,2,sweetheart
9249,Lucky,746066,22,4,sweetheart
9250,Sadie,657328,13,4,beautiful
9251,Peanut,481989,21,7,amazing
9252,Snickers,659547,7,8,fluffy
9253,Callie,621439,13,4,fluffy
9254,Shadow,498147,14,7,the best
9255,Charlie,729302,23,7,amazing
9256,Charlie,518028,12,8,cute
9257,Kiki,480761,4,7,cute
9258,Bear,633195,19,7,the best
9259,Bubba,531776,9,9,lovely
9260,Oscar,681681,7,3,beautiful
9261,Boots,523882,14,7,lovely
9262,Tiger,583721,21,3,beautiful
9263,Oscar,596654,19,6,asshole
9264,Willow,541179,22,4,the best
9265,Jasper,609735,11,8,the best
9266,Abby,621727,6,9,lovely
9267,Dusty,551933,6,3,beautiful
9268,Jasper,716984,5,1,sweetheart
9269,Daisy,617931,4,2,work of art
9270,Max,545905,22,2,cute
9271,Garfield,570537,8,1,fluffy
9272,Pepper,582355,11,9,fat
9273,Oreo,572471,12,1,amazing
9274,Muffin,568374,8,7,lovely
9275,Jack,579060,12,8,cute
9276,Zoe,715841,11,4,the best
9277,Shadow,636944,14,7,sweetheart
9278,Boots,653582,19,5,the best
9279,Jack,630479,5,5,the best
9280,Zoe,696177,5,9,fat
9281,Cuddles,475760,6,2,amazing
9282,Sassy,555942,12,2,beautiful
9283,Shadow,676628,1,4,asshole
9284,Smokey,624703,23,9,amazing
9285,Kiki,498619,14,1,work of art
9286,Mittens,502451,7,3,fluffy
9287,Trouble,630929,9,1,sweetheart
9288,Casper,516935,21,8,the best
9289,Bailey,484243,4,9,amazing
9290,Socks,524167,10,7,asshole
9291,Loki,636050,11,6,beautiful
9292,Leo,558424,12,4,cute
9293,Miss kitty,646254,14,2,sweetheart
9294,Rascal,740067,17,8,asshole
9295,Bella,471041,21,7,sweetheart
9296,Smokey,574493,10,9,amazing
9297,Simon,667699,19,6,asshole
9298,Rocky,743953,1,7,sweetheart
9299,Tinkerbell,645200,17,5,fat
9300,Chester,561299,21,1,lovely
9301,Mittens,712652,20,1,asshole
9302,Charlie,645178,5,4,asshole
9303,Oscar,744767,21,5,fat
9304,Miss kitty,691420,19,5,lovely
9305,Kitty,493641,10,5,lovely
9306,Mimi,551737,14,3,fluffy
9307,Jasper,474446,23,4,asshole
9308,Sassy,485345,22,5,the best
9309,Trouble,586534,18,9,work of art
9310,Loki,467694,11,5,asshole
9311,Rascal,685709,19,5,beautiful
9312,Snowball,725555,12,1,fluffy
9313,Annie,554913,18,4,the best
9314,Simon,714506,22,4,fluffy
9315,Zoey,583560,25,5,work of art
9316,Bear,659986,24,4,lovely
9317,Lucky,668400,16,1,sweetheart
9318,Kitty,729947,12,7,lovely
9319,Buster,721954,8,4,cute
9320,Luna,614712,12,2,the best
9321,Sammy,521368,8,4,work of art
9322,Jasper,660778,9,4,fluffy
9323,Bailey,494237,10,3,asshole
9324,Loki,526981,3,2,fat
9325,Milo,635502,3,5,the best
9326,Dusty,725931,2,9,amazing
9327,Chloe,559846,18,2,the best
9328,Lucy,560669,18,2,lovely
9329,Peanut,473312,24,3,work of art
9330,Snuggles,624014,20,1,the best
9331,Bubba,611457,23,8,asshole
9332,Maggie,746207,3,5,the best
9333,Scooter,601829,21,7,amazing
9334,Boots,685131,16,2,asshole
9335,Sheba,522085,15,3,fat
9336,Jasper,594319,22,2,asshole
9337,Abby,466332,5,5,cute
9338,Luna,615139,15,2,amazing
9339,Harley,617395,10,8,sweetheart
9340,Cuddles,636546,18,1,fat
9341,Princess,645926,8,1,lovely
9342,Harley,739162,9,2,work of art
9343,Muffin,684316,13,1,cute
9344,Garfield,569706,3,7,the best
9345,Cleo,528011,25,5,amazing
9346,Nala,615818,20,2,amazing
9347,Ginger,623158,18,1,beautiful
9348,Sasha,737106,10,2,cute
9349,Midnight,694061,23,1,work of art
9350,Boots,643593,10,7,amazing
9351,Oliver,600107,3,9,the best
9352,Whiskers,636812,23,4,amazing
9353,Harley,539534,15,6,amazing
9354,Nala,511222,2,2,work of art
9355,Maggie,613042,23,4,asshole
9356,Sammy,482718,3,1,lovely
9357,Samantha,508517,6,9,fat
9358,Salem,735448,6,3,cute
9359,Willow,568888,19,9,asshole
9360,Cookie,724152,21,5,fluffy
9361,Garfield,713674,7,3,lovely
9362,Spooky,743765,22,5,fat
9363,Whiskers,526598,19,5,beautiful
9364,Milo,463478,13,1,amazing
9365,Felix,589764,13,6,fluffy
9366,Sammy,575962,3,9,fluffy
9367,Midnight,619643,14,2,cute
9368,Lilly,614228,20,1,beautiful
9369,Salem,481246,3,5,work of art
9370,Leo,603613,14,8,fat
9371,Boo,562388,19,3,cute
9372,Bob,695712,8,4,the best
9373,Snickers,688345,5,2,beautiful
9374,Harley,476972,13,4,cute
9375,Cuddles,615141,6,3,lovely
9376,Smokey,591641,20,6,the best
9377,Bob,559989,8,4,beautiful
9378,Kitty,539922,3,3,beautiful
9379,Precious,465412,8,1,fat
9380,Toby,493480,9,3,asshole
9381,Coco,712726,13,4,asshole
9382,Rascal,690954,20,7,cute
9383,Spooky,511523,13,9,amazing
9384,Tinkerbell,635278,5,4,fluffy
9385,Socks,625475,24,4,fat
9386,Samantha,659038,20,1,work of art
9387,Miss kitty,729873,12,8,lovely
9388,Zoe,686830,3,7,fluffy
9389,Misty,671407,22,1,beautiful
9390,Mimi,730095,14,7,work of art
9391,Lucky,489916,15,6,work of art
9392,Sadie,472978,18,3,lovely
9393,Leo,606106,1,7,cute
9394,Nala,560703,14,9,the best
9395,Sassy,742098,15,5,amazing
9396,Lucy,569234,12,8,fluffy
9397,Callie,553297,19,9,fat
9398,Buster,669624,5,4,fat
9399,George,549251,24,5,fluffy
9400,Salem,746837,14,5,asshole
9401,Simba,695492,2,5,cute
9402,Bubba,687451,20,9,beautiful
9403,Daisy,737043,8,6,work of art
9404,Simba,492497,18,7,amazing
9405,Toby,498089,18,5,beautiful
9406,Pumpkin,726305,12,1,cute
9407,Oliver,615139,18,2,cute
9408,Charlie,666031,19,4,amazing
9409,Simba,567615,14,2,the best
9410,Max,676402,21,4,beautiful
9411,Willow,714888,16,5,fat
9412,Buster,492977,17,7,cute
9413,Max,718237,16,1,cute
9414,Bubba,631788,4,8,lovely
9415,Luna,510548,18,6,lovely
9416,Oscar,655521,15,8,beautiful
9417,Rascal,688878,9,7,fluffy
9418,Snowball,682452,22,3,beautiful
9419,Socks,555093,18,2,cute
9420,Oscar,511604,16,8,work of art
9421,Tigger,707844,1,6,the best
9422,Lola,630677,2,9,amazing
9423,Boots,523523,4,9,the best
9424,Lucy,720573,24,4,sweetheart
9425,Lucy,496173,6,8,lovely
9426,Sammy,611196,2,2,fluffy
9427,Oreo,601965,3,7,fluffy
9428,Dusty,684926,10,8,asshole
9429,Smokey,533838,16,3,cute
9430,Bandit,572346,18,7,fluffy
9431,Miss kitty,647832,3,1,fat
9432,Daisy,746303,16,3,asshole
9433,Lucy,652774,19,5,fluffy
9434,Chester,564867,15,6,asshole
9435,Bear,572524,10,8,asshole
9436,Sheba,469148,8,6,fat
9437,Oreo,540786,21,4,the best
9438,Samantha,738867,6,2,fat
9439,Molly,486796,3,8,lovely
9440,Cuddles,593031,6,8,the best
9441,Scooter,535049,13,6,asshole
9442,George,747161,7,7,beautiful
9443,Simon,570237,8,3,amazing
9444,Coco,713703,9,7,fat
9445,Angel,495497,3,2,amazing
9446,Bailey,594542,25,3,fat
9447,Scooter,501546,8,1,work of art
9448,Lucy,686881,18,4,fat
9449,Socks,630340,3,6,lovely
9450,Lilly,537565,10,9,amazing
9451,Jasper,504785,15,2,the best
9452,Sugar,526322,9,3,the best
9453,Rocky,551532,11,4,cute
9454,Snowball,669215,14,4,fluffy
9455,Fluffy,595488,14,6,fluffy
9456,Gizmo,656968,13,4,amazing
9457,Chester,596783,11,7,the best
9458,Lucy,741124,10,3,fat
9459,Spooky,640937,23,5,work of art
9460,Oliver,612505,7,9,the best
9461,Milo,520879,6,9,asshole
9462,Angel,722358,6,6,sweetheart
9463,Oliver,659691,7,9,cute
9464,Snickers,623471,7,2,asshole
9465,Bandit,528627,10,7,lovely
9466,Gracie,484180,5,9,lovely
9467,Precious,498170,4,4,amazing
9468,Tinkerbell,594308,19,5,the best
9469,Snowball,494090,6,1,work of art
9470,Sheba,601098,12,9,sweetheart
9471,Oreo,716295,23,7,sweetheart
9472,Snickers,737169,4,4,amazing
9473,Cookie,477623,20,9,fat
9474,Spooky,587139,16,9,amazing
9475,Maggie,517879,17,6,beautiful
9476,Muffin,746796,8,9,sweetheart
9477,Boots,518311,7,7,asshole
9478,Boots,532479,15,6,fat
9479,Oscar,531249,17,1,fluffy
9480,Bailey,521741,24,1,cute
9481,Buddy,685872,7,8,work of art
9482,Zoe,557618,12,1,sweetheart
9483,Sassy,596763,12,1,lovely
9484,Ginger,711468,6,4,lovely
9485,Princess,630077,17,6,the best
9486,Bob,680693,19,1,sweetheart
9487,Sheba,507029,22,7,amazing
9488,Angel,701025,16,7,lovely
9489,Sam,540446,16,3,fluffy
9490,Cleo,742076,9,1,asshole
9491,Toby,731501,10,5,beautiful
9492,Cali,507916,16,2,beautiful
9493,Milo,564378,19,6,amazing
9494,Leo,597423,12,4,amazing
9495,Muffin,625077,23,9,fluffy
9496,Oliver,580537,2,5,amazing
9497,Angel,481838,22,2,sweetheart
9498,Pepper,643667,10,8,fat
9499,Sassy,694227,21,9,amazing
9500,Annie,692026,17,7,lovely
9501,Bear,638093,14,4,work of art
9502,Gracie,484889,21,9,amazing
9503,Cleo,519145,17,7,fluffy
9504,Samantha,583990,2,8,fat
9505,Baby,519299,18,7,work of art
9506,Whiskers,480552,15,3,beautiful
9507,Bella,725951,16,2,fat
9508,Loki,573312,6,9,fat
9509,Angel,466581,7,6,fat
9510,Nala,680335,13,7,work of art
9511,Smokey,591743,13,1,the best
9512,Chloe,512626,21,8,fat
9513,Snuggles,637627,24,3,fluffy
9514,Oliver,664064,17,9,the best
9515,Milo,611402,3,4,fat
9516,Sheba,674641,8,5,beautiful
9517,Bubba,705445,4,6,lovely
9518,Boo,586819,10,7,amazing
9519,Zoe,688480,1,8,work of art
9520,Bella,494153,24,9,the best
9521,Peanut,700607,5,7,beautiful
9522,Patches,507630,5,3,cute
9523,Socks,597470,8,1,fat
9524,Jasmine,545166,6,2,fluffy
9525,Lily,666045,5,4,sweetheart
9526,Nala,562834,7,4,sweetheart
9527,Pepper,709467,19,1,fluffy
9528,Oliver,490682,23,2,beautiful
9529,Precious,671480,11,5,work of art
9530,Bella,467305,16,6,cute
9531,Spooky,476003,17,9,fat
9532,Cuddles,520700,25,3,sweetheart
9533,Smokey,618139,11,4,cute
9534,Sophie,650338,3,2,fat
9535,Chloe,700363,19,8,beautiful
9536,Sam,561378,13,5,fluffy
9537,Buddy,704024,8,2,cute
9538,Fluffy,542232,20,3,work of art
9539,Pepper,727814,4,1,amazing
9540,Lola,709273,8,9,the best
9541,Angel,718403,16,4,amazing
9542,Samantha,716536,15,5,beautiful
9543,Lily,608324,19,8,lovely
9544,Whiskers,544536,7,3,fluffy
9545,Jasmine,576137,1,5,asshole
9546,Max,612091,14,7,amazing
9547,Bandit,474364,22,9,asshole
9548,Sugar,519357,8,6,cute
9549,Peanut,509156,2,1,lovely
9550,Zoe,697188,25,8,cute
9551,Sammy,714152,3,5,beautiful
9552,Trouble,519718,14,3,work of art
9553,Simba,551924,11,8,cute
9554,Chloe,662160,14,3,asshole
9555,Snowball,603355,12,4,beautiful
9556,Felix,634289,17,9,amazing
9557,Bailey,699167,18,5,the best
9558,Chester,651151,14,8,lovely
9559,Samantha,563854,19,3,sweetheart
9560,Cuddles,603861,16,2,fluffy
9561,Pumpkin,516636,3,6,fluffy
9562,Patches,702353,15,9,amazing
9563,Gracie,675616,17,8,fluffy
9564,Nala,514953,6,1,beautiful
9565,Milo,592297,8,2,sweetheart
9566,Casper,516566,17,9,cute
9567,Dusty,714955,20,2,sweetheart
9568,Rocky,697451,6,3,cute
9569,Shadow,702957,19,7,sweetheart
9570,Muffin,706263,20,6,sweetheart
9571,Felix,565297,15,3,amazing
9572,Max,603039,24,8,sweetheart
9573,Oreo,730806,10,8,amazing
9574,Simon,747022,11,3,fat
9575,Sugar,579119,8,3,beautiful
9576,Tinkerbell,597351,17,8,sweetheart
9577,Cleo,681972,21,5,cute
9578,Kitty,738483,11,4,beautiful
9579,Willow,725773,9,4,asshole
9580,Molly,554787,7,9,work of art
9581,Jasmine,723449,23,3,asshole
9582,Maggie,645211,23,9,fat
9583,Angel,713572,16,2,work of art
9584,Midnight,469785,1,4,sweetheart
9585,Oliver,535861,16,8,fat
9586,Lola,602493,2,8,sweetheart
9587,Bandit,518542,5,7,fluffy
9588,Gracie,706645,25,2,beautiful
9589,Sugar,615888,3,5,the best
9590,Chloe,589925,10,8,sweetheart
9591,Oreo,722431,9,8,cute
9592,Charlie,591225,2,2,work of art
9593,Simba,497768,4,1,asshole
9594,Toby,630749,18,1,beautiful
9595,Sammy,604078,1,1,amazing
9596,Tinkerbell,500760,2,8,amazing
9597,Loki,477703,22,7,fat
9598,Spooky,672462,8,9,amazing
9599,Smokey,725390,13,1,beautiful
9600,Sassy,591055,4,3,amazing
9601,Buddy,706916,22,3,work of art
9602,Bear,671012,23,9,cute
9603,Simba,712931,14,4,lovely
9604,Boots,714451,18,9,work of art
9605,Lily,516261,4,9,fat
9606,Mittens,718089,1,7,amazing
9607,George,721159,22,4,cute
9608,Spooky,700340,11,1,amazing
9609,Cookie,530265,12,8,the best
9610,Muffin,686677,14,8,work of art
9611,Salem,642732,13,1,asshole
9612,Ginger,727599,14,4,asshole
9613,Snuggles,596547,24,8,asshole
9614,Lily,474520,24,7,asshole
9615,Coco,550213,10,4,fat
9616,Loki,695218,18,1,cute
9617,Mia,476476,21,5,beautiful
9618,Sophie,583280,1,5,fat
9619,Abby,642250,4,4,cute
9620,Luna,633946,10,2,sweetheart
9621,Lily,693942,7,2,asshole
9622,Trouble,726498,18,1,lovely
9623,Toby,537416,5,1,cute
9624,Ginger,505138,5,4,sweetheart
9625,Zoe,589419,9,2,work of art
9626,Rocky,539524,13,9,amazing
9627,Rascal,728583,9,6,sweetheart
9628,Chester,616073,12,8,asshole
9629,Chloe,494027,15,6,cute
9630,Shadow,607967,11,2,lovely
9631,Oliver,521618,4,4,the best
9632,Callie,526586,10,4,amazing
9633,Misty,529878,20,9,work of art
9634,Molly,613729,12,5,asshole
9635,Charlie,636240,3,1,work of art
9636,Gracie,544092,15,5,amazing
9637,Rascal,572529,5,7,cute
9638,Jack,651760,4,1,beautiful
9639,Chester,580932,13,4,beautiful
9640,Pepper,644473,21,9,beautiful
9641,Loki,700051,13,6,the best
9642,Rocky,584883,3,2,beautiful
9643,Boots,483309,15,1,the best
9644,Cleo,657153,8,4,the best
9645,Snuggles,493887,13,1,asshole
9646,Loki,711368,14,1,sweetheart
9647,Chester,743955,6,1,lovely
9648,Cleo,630967,24,6,sweetheart
9649,Pepper,654978,7,7,asshole
9650,Snowball,577905,12,5,cute
9651,Muffin,714621,2,9,asshole
9652,Sheba,583427,1,7,the best
9653,Max,559929,10,8,asshole
9654,Bob,685838,3,2,amazing
9655,Bear,560971,7,5,cute
9656,Chester,471928,5,8,fat
9657,Princess,495138,7,5,the best
9658,Boo,554073,4,5,amazing
9659,Kiki,540656,22,4,fat
9660,Cleo,745031,11,5,beautiful
9661,Cali,634675,7,3,beautiful
9662,Sasha,523064,21,3,work of art
9663,Scooter,747333,6,8,fluffy
9664,Abby,664144,16,7,the best
9665,Rascal,594617,11,3,cute
9666,Snickers,739497,8,7,amazing
9667,Rascal,466277,11,9,work of art
9668,Mimi,550696,12,7,lovely
9669,Socks,577471,14,7,fluffy
9670,Midnight,738814,23,7,lovely
9671,Baby,528675,22,8,lovely
9672,Scooter,656446,21,3,lovely
9673,Missy,469907,4,9,fat
9674,Bailey,580235,11,2,fluffy
9675,Bailey,591302,7,3,the best
9676,Snuggles,486133,24,5,work of art
9677,Tiger,466585,22,7,beautiful
9678,Bailey,745896,3,7,cute
9679,Bob,578729,12,4,fat
9680,Bubba,734793,11,5,lovely
9681,Lucy,725916,13,1,beautiful
9682,Gracie,628644,23,7,asshole
9683,Lilly,596996,2,2,fat
9684,Sadie,494780,17,4,the best
9685,Coco,526080,21,3,cute
9686,Bella,608798,20,4,asshole
9687,Whiskers,687105,9,1,amazing
9688,Maggie,472644,15,7,amazing
9689,Lola,556733,2,8,sweetheart
9690,Ginger,747600,5,7,fluffy
9691,Missy,536307,5,4,fluffy
9692,Luna,545137,9,8,sweetheart
9693,Muffin,731173,18,6,fluffy
9694,Annie,583861,6,5,beautiful
9695,Jasper,568057,8,9,amazing
9696,Sammy,613825,25,8,asshole
9697,Pepper,628804,24,2,work of art
9698,Snuggles,708611,25,5,the best
9699,Snowball,747219,1,4,beautiful
9700,Fluffy,738789,14,2,cute
9701,Rascal,669796,8,8,fluffy
9702,Buddy,518322,5,4,sweetheart
9703,Cuddles,615614,9,8,amazing
9704,Princess,658570,16,2,beautiful
9705,Lola,677717,11,5,the best
9706,Bandit,638471,7,5,cute
9707,Shadow,625617,4,4,asshole
9708,Kiki,554574,2,9,sweetheart
9709,Kiki,692414,25,1,work of art
9710,Milo,721107,15,3,fluffy
9711,Cookie,662653,11,8,sweetheart
9712,Bob,472989,16,5,fat
9713,Jasmine,559603,20,9,fat
9714,Sasha,535110,15,2,sweetheart
9715,Whiskers,497414,24,6,sweetheart
9716,Callie,664626,14,2,fluffy
9717,Lola,661721,6,7,the best
9718,Oscar,621993,20,4,lovely
9719,Princess,624692,21,3,fluffy
9720,Rocky,552174,4,7,amazing
9721,Pumpkin,644496,20,5,fat
9722,Zoe,571644,1,8,fat
9723,Tiger,671362,21,1,asshole
9724,Fluffy,662698,11,5,fat
9725,Smokey,535739,6,4,fat
9726,Muffin,734654,21,9,amazing
9727,Snuggles,676063,14,9,cute
9728,Charlie,502284,17,3,amazing
9729,Precious,572331,3,3,asshole
9730,Jack,481112,7,4,lovely
9731,Luna,700631,21,8,amazing
9732,Precious,675094,10,3,asshole
9733,Snickers,695392,21,1,amazing
9734,Mimi,578306,7,9,fat
9735,Miss kitty,563975,2,4,fat
9736,Daisy,733991,3,6,beautiful
9737,Willow,638404,9,4,the best
9738,Angel,691014,7,9,lovely
9739,Buster,511163,10,4,sweetheart
9740,Smokey,748105,15,8,cute
9741,Oliver,511324,17,9,lovely
9742,Annie,560318,19,6,asshole
9743,Whiskers,637846,11,9,sweetheart
9744,Shadow,594953,17,2,asshole
9745,Jasper,583883,3,9,the best
9746,Peanut,560361,2,9,cute
9747,Lucky,523088,18,5,lovely
9748,Lilly,731355,6,7,beautiful
9749,Gizmo,517828,2,9,amazing
9750,Mia,584422,4,2,cute
9751,Charlie,695652,4,8,fat
9752,Willow,732917,1,1,fluffy
9753,Angel,696784,9,3,lovely
9754,Tinkerbell,470371,8,1,lovely
9755,Trouble,678018,3,7,lovely
9756,Gracie,547636,25,9,sweetheart
9757,Charlie,633575,12,7,the best
9758,Sugar,719858,13,2,the best
9759,Chloe,568217,18,7,work of art
9760,Whiskers,724741,3,5,sweetheart
9761,Sam,573133,14,8,sweetheart
9762,Tigger,708127,25,3,amazing
9763,Scooter,647895,21,8,lovely
9764,Sadie,509853,24,8,fat
9765,Bailey,617401,8,7,work of art
9766,Mittens,518853,19,6,fluffy
9767,Jasmine,484702,14,5,work of art
9768,Charlie,623108,10,4,cute
9769,Garfield,738465,17,5,asshole
9770,Coco,715701,4,3,fluffy
9771,Cleo,628102,11,8,sweetheart
9772,Leo,685566,13,1,fluffy
9773,Cali,618973,17,7,the best
9774,Oreo,706057,15,6,work of art
9775,Ginger,700971,24,1,sweetheart
9776,Simba,568964,18,6,work of art
9777,Smokey,618740,25,1,fluffy
9778,Mittens,527182,13,8,beautiful
9779,Smokey,493793,22,7,cute
9780,Jack,463441,4,2,asshole
9781,Boo,566182,2,4,fluffy
9782,Pumpkin,563984,2,3,the best
9783,Lilly,655981,11,5,fluffy
9784,Kitty,665944,9,4,asshole
9785,Garfield,737381,3,2,beautiful
9786,Sugar,516877,5,3,asshole
9787,Luna,522582,22,6,asshole
9788,Salem,661012,22,8,work of art
9789,Lucky,507697,17,7,lovely
9790,Kitty,650807,22,8,asshole
9791,Sasha,564985,23,9,amazing
9792,Rocky,688839,10,4,the best
9793,Loki,540849,10,8,fluffy
9794,Gizmo,473137,17,6,asshole
9795,Fluffy,687297,17,8,fluffy
9796,Mittens,739386,9,5,asshole
9797,Buddy,604037,20,6,cute
9798,Sam,588478,2,8,fat
9799,Milo,742037,21,5,work of art
9800,Trouble,665132,16,3,the best
9801,Cookie,541150,17,1,fat
9802,Tinkerbell,712584,1,1,work of art
9803,Lola,600894,9,1,amazing
9804,Buster,485598,13,2,the best
9805,Garfield,663240,10,8,asshole
9806,Whiskers,645973,15,2,fluffy
9807,Angel,704584,19,4,asshole
9808,Charlie,616155,21,7,work of art
9809,Sam,545740,24,3,asshole
9810,Loki,534919,20,6,fat
9811,Casper,552375,22,9,cute
9812,Precious,579112,5,4,sweetheart
9813,Precious,477780,16,1,work of art
9814,Sam,733015,21,8,asshole
9815,Boo,629225,5,5,fluffy
9816,Lily,566541,3,5,cute
9817,Lucy,575907,1,8,fat
9818,Salem,609330,12,9,beautiful
9819,Tiger,636654,4,6,work of art
9820,Tinkerbell,511461,2,4,beautiful
9821,Ginger,714796,20,3,beautiful
9822,Sugar,614962,19,1,amazing
9823,Spooky,533493,14,4,fat
9824,Max,691699,12,2,beautiful
9825,George,556500,16,5,fluffy
9826,Bandit,524494,8,9,fat
9827,Sasha,649786,19,5,amazing
9828,Chester,629503,10,6,work of art
9829,Luna,575468,18,3,asshole
9830,Max,743376,6,2,beautiful
9831,Oliver,583195,22,1,fluffy
9832,Chloe,619850,10,2,work of art
9833,Bob,552091,5,7,work of art
9834,Buster,665435,10,8,fluffy
9835,Fluffy,467879,19,9,asshole
9836,Sassy,649827,16,8,lovely
9837,Toby,700557,23,4,asshole
9838,Lucky,710065,4,1,fluffy
9839,Oscar,608129,9,9,beautiful
9840,Oscar,489764,17,8,the best
9841,Bear,484815,19,9,cute
9842,Oliver,560566,7,8,amazing
9843,Boo,642149,2,3,sweetheart
9844,Missy,540409,21,1,amazing
9845,Coco,470852,25,2,sweetheart
9846,Bob,568143,9,1,cute
9847,Rascal,728443,25,6,sweetheart
9848,George,698050,7,2,lovely
9849,Buddy,511123,23,1,the best
9850,Baby,540597,10,7,cute
9851,Callie,517746,3,6,lovely
9852,Kiki,517482,16,2,work of art
9853,Cuddles,731577,1,3,cute
9854,Jack,554443,18,7,beautiful
9855,Willow,719880,23,3,beautiful
9856,Scooter,735764,10,3,asshole
9857,Gizmo,555784,13,3,lovely
9858,Milo,565819,14,3,fluffy
9859,Lucky,725255,10,2,lovely
9860,Bubba,537559,14,6,asshole
9861,Boo,659903,11,9,asshole
9862,Lola,524694,7,8,cute
9863,Mimi,551153,12,4,work of art
9864,Lucky,634644,9,2,fluffy
9865,Bailey,483662,15,1,fluffy
9866,Kiki,699011,6,6,work of art
9867,Samantha,474141,22,2,work of art
9868,Chester,494261,19,3,fluffy
9869,Chloe,497263,13,8,work of art
9870,Daisy,470236,17,2,the best
9871,Rocky,625346,12,2,beautiful
9872,Molly,520300,12,8,fat
9873,Sheba,708709,25,7,amazing
9874,Miss kitty,565166,23,1,fat
9875,Spooky,691207,17,9,cute
9876,Cookie,568039,11,5,fat
9877,Loki,563250,24,7,the best
9878,Snowball,686828,25,2,beautiful
9879,Bandit,527243,20,9,fluffy
9880,Gizmo,561009,3,6,lovely
9881,Harley,710563,21,8,the best
9882,Zoey,646137,4,5,fat
9883,Bella,578524,2,4,work of art
9884,Sassy,639014,13,9,cute
9885,Cali,560065,5,1,cute
9886,Jasper,673780,12,9,cute
9887,Bear,710564,19,3,fat
9888,Gizmo,565492,9,3,fat
9889,George,604694,18,1,sweetheart
9890,Rocky,463454,1,9,fat
9891,Gizmo,640603,10,8,lovely
9892,Luna,613698,1,3,work of art
9893,Cali,643223,25,9,cute
9894,Sammy,580574,17,1,fat
9895,Lola,482887,2,3,lovely
9896,Sammy,597039,14,5,fat
9897,Sassy,496366,4,5,asshole
